año,kilometraje,cilindraje,marca,combustible,tipo_transmision,traccion,uso,zona,falla_frenos,falla_motor,falla_llantas,falla_direccion,falla_suspension,falla_luces,falla_espejos,resultado
2006,450000,1600,Chevrolet,gasolina,manual,4x4,publico,urbano,1,1,1,0,1,0,0,1
2001,320775,1500,Hyundai,gasolina,manual,4x2,particular,urbano,1,0,1,1,0,1,1,1
2013,160850,2000,Peugeot,gasolina,manual,4x4,publico,urbano,1,1,1,0,0,1,0,1
2012,181069,1600,Honda,gasolina,automatica,4x2,particular,urbano,0,0,1,1,1,0,0,0
2012,219933,2400,Hyundai,gasolina,manual,4x2,particular,urbano,1,0,0,0,1,0,1,0
2018,44278,2400,Mazda,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,1,0,0
2010,308924,1400,Hyundai,gas,automatica,4x2,publico,urbano,0,1,1,1,1,1,0,1
2015,109850,1600,Mazda,gasolina,manual,4x4,particular,urbano,0,0,0,0,0,1,0,0
2017,75249,1600,Toyota,gasolina,automatica,4x4,particular,rural,0,0,0,0,0,0,0,0
2014,209889,1600,Volkswagen,gas,automatica,4x4,particular,urbano,0,1,0,0,1,1,0,0
2019,84357,1600,Honda,gasolina,manual,4x2,particular,rural,1,0,0,0,0,1,0,0
2021,51041,2400,Hyundai,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,1,1
2022,33252,1600,Renault,gasolina,automatica,4x4,particular,urbano,0,0,0,1,0,0,0,1
2002,392762,2000,Mazda,gasolina,automatica,4x2,particular,rural,1,0,1,0,1,1,1,1
2022,31103,2400,Toyota,diesel,automatica,4x2,particular,rural,0,0,0,0,0,0,0,0
2003,234374,1200,Renault,gasolina,manual,4x2,particular,urbano,0,1,1,1,1,1,1,1
2013,209645,1200,Suzuki,gasolina,automatica,4x4,particular,urbano,0,0,0,0,1,0,0,0
2021,58013,1500,Mazda,diesel,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2023,10763,1500,Hyundai,gasolina,manual,4x2,publico,rural,1,0,0,0,1,0,0,0
2007,450000,2000,Dodge,gas,automatica,4x2,publico,rural,1,1,1,1,1,0,0,1
2005,450000,2400,Toyota,diesel,manual,4x4,publico,urbano,0,1,1,1,0,1,1,1
2008,330050,1000,Chevrolet,gasolina,manual,4x4,publico,rural,1,1,1,1,0,0,1,1
2003,272455,1500,Chevrolet,diesel,manual,4x2,particular,urbano,1,1,0,1,0,1,0,1
1998,379304,1400,Renault,diesel,manual,4x4,particular,urbano,0,1,0,1,1,1,0,1
2011,217483,1000,Chevrolet,gas,manual,4x2,particular,rural,1,0,1,1,1,1,0,1
2009,193616,1400,Hyundai,gasolina,automatica,4x2,particular,urbano,1,1,0,1,0,1,1,1
2014,207352,1800,Hyundai,gasolina,manual,4x2,publico,urbano,1,1,0,1,0,1,1,1
2018,105297,1000,Kia,gasolina,manual,4x4,publico,rural,0,0,1,0,1,0,0,0
2013,218042,1400,Kia,gasolina,automatica,4x2,particular,urbano,1,0,1,0,1,1,0,1
2013,300809,1600,Toyota,gasolina,manual,4x2,publico,urbano,0,0,1,0,1,1,0,0
2013,105170,1800,Toyota,diesel,automatica,4x2,particular,urbano,0,0,0,0,0,1,0,1
2002,200723,2400,Toyota,gasolina,automatica,4x4,particular,urbano,0,1,1,1,1,1,1,1
2006,308699,1600,Chevrolet,gasolina,manual,4x4,particular,urbano,0,1,0,1,1,1,1,1
2015,274897,2400,Ford,gasolina,manual,4x2,publico,rural,1,1,0,0,1,0,0,0
2000,443985,1400,Toyota,gasolina,manual,4x2,particular,urbano,0,1,0,1,1,0,1,1
2008,232219,1400,Chevrolet,gasolina,automatica,4x2,particular,urbano,1,1,0,1,0,0,0,1
2017,132240,2000,Volkswagen,diesel,manual,4x4,publico,urbano,0,1,0,0,0,0,1,0
2014,126103,1600,Mazda,gasolina,manual,4x4,particular,urbano,0,1,0,1,0,1,1,1
2008,130549,1400,Volkswagen,diesel,automatica,4x4,particular,rural,1,0,1,1,1,0,1,1
2003,267364,1600,Chevrolet,gasolina,manual,4x2,particular,urbano,0,1,0,1,0,1,0,1
2001,167179,1200,Renault,gasolina,manual,4x2,particular,rural,1,1,1,1,0,1,1,1
2013,152765,2500,Dodge,diesel,automatica,4x2,particular,rural,1,0,1,0,0,1,1,1
2002,398166,1200,Chevrolet,gasolina,manual,4x2,particular,rural,1,0,1,1,1,0,1,1
2019,83915,1400,Hyundai,diesel,manual,4x2,particular,rural,0,0,0,1,0,0,0,0
2016,110193,1600,Honda,diesel,automatica,4x2,particular,urbano,0,0,0,0,0,0,1,0
2020,38687,1400,Renault,gasolina,automatica,4x2,particular,urbano,1,0,0,0,1,0,0,1
1999,416830,1400,Chevrolet,gasolina,automatica,4x4,particular,urbano,1,0,1,1,0,1,0,1
2012,129762,1800,Dodge,gasolina,manual,4x2,particular,rural,0,0,1,1,1,1,1,1
2022,40301,1400,Toyota,diesel,automatica,4x2,particular,urbano,0,0,0,0,1,0,0,0
2019,74368,1800,Hyundai,gasolina,automatica,4x4,particular,rural,0,0,0,0,0,0,0,0
2012,209564,1000,Chevrolet,gasolina,manual,4x2,particular,rural,1,1,0,0,1,1,1,0
2023,28763,1600,Suzuki,gasolina,automatica,4x4,publico,urbano,0,0,1,0,0,0,0,1
2019,117867,2000,Hyundai,gasolina,automatica,4x2,particular,urbano,0,0,0,1,0,0,0,0
2006,450000,1000,Kia,diesel,manual,4x2,publico,urbano,1,1,0,1,1,1,0,1
2008,175418,1400,Chevrolet,gasolina,automatica,4x2,particular,urbano,0,0,1,1,1,1,1,0
2002,356797,1800,Mazda,diesel,manual,4x2,particular,rural,1,1,0,1,1,1,0,1
2005,110614,2000,Hyundai,gas,manual,4x2,particular,rural,1,0,0,1,1,1,0,0
2012,287187,1200,Kia,gasolina,manual,4x2,publico,rural,1,1,1,0,0,0,1,1
2010,224905,1000,Suzuki,gasolina,manual,4x2,particular,urbano,0,1,1,1,0,0,0,0
2017,177433,1400,Chevrolet,diesel,manual,4x2,particular,urbano,1,1,1,0,0,1,0,1
2001,200882,3500,Peugeot,gasolina,manual,4x2,particular,rural,1,1,0,1,0,0,1,1
2019,79796,1600,Hyundai,gasolina,manual,4x2,particular,rural,0,0,0,0,0,0,0,0
2011,438412,1800,Mitsubishi,gasolina,manual,4x2,publico,rural,0,1,0,1,1,0,0,0
1999,450000,1600,Volkswagen,gasolina,automatica,4x2,publico,rural,1,1,0,1,1,1,0,1
2013,328327,1500,Hyundai,gas,automatica,4x4,publico,urbano,0,1,1,1,1,0,0,1
1998,450000,2000,Ford,gasolina,automatica,4x4,publico,rural,0,0,1,1,0,1,0,0
2020,80020,1500,Mazda,gasolina,manual,4x2,particular,rural,0,0,1,1,0,0,0,1
1999,450000,1400,Mazda,gasolina,automatica,4x2,publico,urbano,1,1,0,0,1,0,1,1
2015,153926,1200,Kia,gasolina,automatica,4x2,particular,urbano,0,1,1,0,0,1,1,1
1998,390979,1600,Toyota,gasolina,automatica,4x2,particular,urbano,1,1,1,1,0,1,0,1
2000,422369,1600,Renault,diesel,manual,4x2,particular,urbano,1,1,1,0,1,0,0,1
2020,78199,1500,Ford,gasolina,manual,4x2,particular,rural,0,0,0,1,0,0,0,0
2015,84191,1800,Ford,gasolina,automatica,4x2,particular,urbano,0,1,0,0,1,0,0,0
2020,93768,2000,Nissan,gasolina,automatica,4x4,publico,urbano,0,1,0,0,0,0,0,1
2018,136054,1000,Renault,gasolina,automatica,4x4,publico,urbano,0,1,0,0,1,0,0,0
2008,228674,1400,Renault,gas,manual,4x2,particular,urbano,1,1,1,1,1,1,1,1
2012,98685,1600,Ford,gasolina,automatica,4x2,particular,urbano,1,0,0,1,1,0,0,0
2015,149469,1600,Kia,gasolina,automatica,4x4,particular,rural,0,0,1,1,0,1,0,1
2013,329458,1800,Volkswagen,gasolina,automatica,4x2,publico,urbano,0,1,0,0,0,0,1,1
2017,147792,1500,Toyota,gasolina,manual,4x2,particular,urbano,0,1,1,0,0,0,0,1
2018,93768,1800,Nissan,gas,automatica,4x2,particular,urbano,1,0,1,0,0,1,1,1
2015,157264,1800,Dodge,gasolina,manual,4x2,particular,urbano,0,1,0,1,0,0,0,0
2009,126683,1600,Nissan,gasolina,manual,4x2,particular,urbano,1,0,0,1,1,0,0,1
2014,216849,1400,Chevrolet,gas,automatica,4x2,publico,rural,0,0,0,0,1,1,0,1
2008,214841,1400,Hyundai,gasolina,automatica,4x2,particular,urbano,0,0,1,0,1,1,1,1
2020,69986,1000,Renault,diesel,manual,4x2,publico,urbano,1,0,0,0,0,0,0,1
1998,450000,2400,Ford,gasolina,automatica,4x4,publico,urbano,1,0,1,1,1,1,1,0
2017,97371,1200,Renault,gasolina,manual,4x2,particular,urbano,0,1,0,1,1,0,0,0
2006,424047,1800,Toyota,gasolina,automatica,4x2,particular,rural,1,1,1,1,1,1,1,1
2019,64872,1800,Mazda,gasolina,manual,4x2,particular,urbano,0,1,0,1,1,0,0,1
2023,16989,2400,Toyota,diesel,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2016,103583,2400,Toyota,gasolina,manual,4x2,particular,rural,0,0,1,0,1,0,0,1
2008,231619,2000,Mazda,gasolina,manual,4x2,particular,rural,1,1,1,1,1,1,0,1
2013,182334,1400,Volkswagen,diesel,automatica,4x2,particular,urbano,1,1,0,1,0,1,0,1
2020,56711,1500,Fiat,gasolina,manual,4x4,particular,rural,0,0,0,0,0,0,0,0
2022,29685,1600,Hyundai,gasolina,manual,4x4,particular,urbano,0,0,0,0,0,0,0,0
2008,450000,1500,Nissan,gas,manual,4x2,publico,rural,0,1,0,1,1,1,0,1
2021,56633,2400,Volkswagen,gasolina,automatica,4x2,particular,urbano,0,1,0,0,0,1,0,0
2019,70860,1600,Hyundai,gasolina,manual,4x2,particular,urbano,0,0,1,0,0,0,0,1
2003,450000,1600,Suzuki,gasolina,manual,4x2,publico,urbano,0,1,1,0,0,1,1,1
1998,439638,1400,Chevrolet,gasolina,automatica,4x2,particular,urbano,1,1,1,1,1,1,1,1
2020,80305,2400,Hyundai,diesel,automatica,4x2,particular,urbano,0,1,0,0,0,0,0,0
2008,265718,1200,Renault,gasolina,manual,4x2,particular,rural,0,0,0,1,1,0,0,0
2019,74198,1500,Kia,gasolina,manual,4x2,particular,urbano,1,0,1,1,0,0,0,1
2021,31679,1600,Toyota,gasolina,manual,4x4,particular,rural,0,0,0,0,1,0,0,0
2009,184616,1600,Chevrolet,gasolina,manual,4x2,particular,rural,0,1,0,0,1,0,1,0
2007,205731,2400,Mazda,gasolina,manual,4x2,particular,urbano,0,1,0,1,1,0,0,0
2011,212130,1500,Chevrolet,diesel,manual,4x2,particular,rural,0,1,0,1,0,0,1,0
2005,313914,1600,Toyota,gasolina,manual,4x2,particular,urbano,0,1,1,0,1,0,0,1
2014,188022,1000,Kia,gasolina,manual,4x2,particular,rural,1,0,1,1,0,1,1,1
2019,76472,1800,Hyundai,gasolina,automatica,4x2,particular,rural,0,1,0,1,0,0,0,0
2012,331449,2000,Ford,gasolina,manual,4x2,publico,urbano,0,1,1,1,1,1,1,1
2011,181013,1400,Nissan,gasolina,automatica,4x2,particular,rural,0,0,0,1,0,1,0,0
2007,254973,1400,Suzuki,gasolina,automatica,4x2,particular,urbano,1,0,1,0,0,0,0,1
2023,11321,1800,Mitsubishi,gasolina,automatica,4x2,particular,urbano,0,0,0,1,0,0,0,0
2003,350496,1500,Renault,diesel,manual,4x2,particular,urbano,1,1,0,1,1,0,1,1
2012,330357,1600,Chevrolet,gasolina,manual,4x4,publico,urbano,0,0,1,1,1,1,0,1
2009,323462,1000,Renault,diesel,automatica,4x2,publico,urbano,1,1,0,0,1,0,1,1
2009,237122,1400,Fiat,gasolina,manual,4x4,particular,urbano,1,1,0,1,1,0,1,1
2004,188468,1200,Kia,gasolina,manual,4x2,particular,urbano,0,1,0,0,0,1,1,1
2015,137559,2400,Volkswagen,gasolina,manual,4x2,particular,rural,0,0,1,0,1,0,0,0
2021,37414,1600,Chevrolet,gasolina,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,0
2012,127130,1500,Renault,gasolina,automatica,4x4,particular,rural,0,1,0,0,1,0,1,1
2006,370427,1400,Volkswagen,gasolina,manual,4x4,publico,rural,1,1,1,1,0,1,1,1
2005,450000,1600,Chevrolet,diesel,automatica,4x2,publico,urbano,1,0,1,1,1,0,0,1
2016,229012,2000,Mazda,diesel,automatica,4x2,publico,urbano,0,1,0,1,1,0,1,1
2018,70550,1500,Renault,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2015,142697,1600,Renault,gas,automatica,4x4,particular,urbano,1,1,0,0,0,0,0,1
2006,450000,3000,Mitsubishi,gasolina,manual,4x2,particular,rural,1,0,0,1,0,1,1,1
2003,356563,1400,Renault,gasolina,automatica,4x2,particular,rural,0,1,0,1,1,1,1,1
2016,95810,2400,Volkswagen,gasolina,automatica,4x4,publico,urbano,0,0,0,1,0,1,0,0
2010,166638,1500,Fiat,gas,automatica,4x2,particular,rural,0,0,1,1,1,1,0,1
2017,59028,2400,Toyota,diesel,automatica,4x4,particular,urbano,0,0,1,0,1,0,0,0
2021,41117,1500,Mazda,gasolina,manual,4x2,particular,rural,0,0,0,1,0,0,0,0
1998,450000,1500,Kia,gasolina,manual,4x2,publico,rural,1,1,1,0,1,1,1,1
2019,56478,1600,Nissan,diesel,automatica,4x4,publico,rural,0,0,0,0,0,0,0,0
2018,116101,1000,Kia,gasolina,manual,4x2,particular,urbano,1,0,1,0,0,1,0,0
2016,101262,1500,Kia,gasolina,manual,4x2,particular,rural,0,0,1,0,0,0,0,1
2005,283647,1500,Renault,gasolina,manual,4x4,particular,urbano,1,1,0,1,1,0,1,1
2019,57926,2000,Volkswagen,gasolina,automatica,4x2,particular,urbano,0,0,1,0,0,0,0,0
2013,172337,2500,Mitsubishi,gasolina,manual,4x2,particular,urbano,1,0,0,0,0,1,0,1
2010,300916,1400,Chevrolet,gasolina,automatica,4x2,particular,urbano,0,1,1,1,1,0,0,1
2007,170747,2400,Toyota,gasolina,manual,4x2,particular,rural,1,1,1,1,0,1,1,1
2012,258091,2400,Nissan,gasolina,manual,4x2,particular,rural,1,0,1,1,1,0,0,1
2015,117272,1600,Chevrolet,gasolina,automatica,4x2,particular,urbano,0,0,0,1,1,1,0,0
2020,49163,1000,Kia,gasolina,automatica,4x4,particular,urbano,0,0,0,0,0,0,0,1
2013,111458,1400,Renault,gas,manual,4x2,particular,rural,1,0,1,0,0,1,0,1
2023,10775,1800,Ford,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2023,11377,2000,Mazda,gasolina,automatica,4x4,particular,rural,0,0,0,0,0,0,0,0
2021,40784,1600,Chevrolet,gasolina,automatica,4x4,particular,rural,0,0,0,0,0,0,0,0
2011,226584,1500,Chevrolet,diesel,automatica,4x2,particular,rural,0,0,0,0,0,0,0,1
2021,76441,2400,Toyota,gasolina,manual,4x4,publico,rural,0,0,0,0,1,1,0,0
2005,248131,1200,Chevrolet,gasolina,manual,4x2,particular,urbano,0,1,0,1,0,1,1,0
2023,12973,1400,Toyota,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2015,119767,1500,Chevrolet,gasolina,automatica,4x2,particular,urbano,1,0,0,0,0,0,0,1
1999,385372,1600,Chevrolet,gasolina,manual,4x4,particular,urbano,1,0,1,0,1,0,1,1
2013,166475,1000,Chevrolet,gasolina,manual,4x4,particular,urbano,1,0,0,1,0,0,0,1
2019,68942,1400,Toyota,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2015,130763,2400,Toyota,gasolina,automatica,4x4,particular,urbano,0,0,0,1,0,0,0,0
1998,450000,1400,Fiat,gasolina,automatica,4x2,publico,urbano,0,1,1,0,1,1,1,0
2023,22649,1400,Nissan,diesel,manual,4x4,publico,urbano,0,0,0,0,0,0,0,0
2014,181807,2000,Mazda,gasolina,manual,4x2,publico,urbano,1,0,1,1,0,1,0,1
2021,36347,1400,Kia,diesel,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
1998,271718,2400,Nissan,gas,automatica,4x2,publico,rural,1,1,1,1,1,0,1,1
2002,355876,1600,Chevrolet,gasolina,manual,4x2,particular,rural,1,1,1,0,0,0,0,1
2022,42138,1600,Ford,diesel,automatica,4x2,publico,urbano,0,0,0,0,0,0,0,1
2021,45958,1600,Renault,gasolina,manual,4x2,particular,rural,0,0,0,0,0,0,0,1
2005,321598,1500,Kia,diesel,automatica,4x2,particular,urbano,0,1,1,1,1,0,0,1
2015,137808,1500,Renault,gasolina,manual,4x4,particular,urbano,0,1,0,0,1,0,0,1
2001,270213,1800,Mazda,gasolina,manual,4x2,particular,urbano,1,1,0,0,1,0,0,1
1999,450000,1800,Ford,diesel,manual,4x4,publico,rural,1,1,0,0,1,0,1,1
2001,338973,1200,Renault,gasolina,manual,4x2,particular,urbano,1,1,1,1,1,0,1,1
2010,78806,1600,Renault,gasolina,automatica,4x2,particular,rural,0,1,1,0,1,0,0,1
2000,396923,2400,Volkswagen,gasolina,automatica,4x4,particular,urbano,0,1,1,1,1,0,0,1
2012,149836,1400,Chevrolet,gas,automatica,4x2,particular,rural,1,0,0,0,1,0,0,0
2003,352682,1600,Renault,gasolina,manual,4x2,particular,urbano,1,0,1,1,1,0,1,1
2011,369961,1500,Ford,gas,manual,4x2,publico,rural,1,1,1,0,1,0,0,1
2017,113500,2000,Ford,diesel,automatica,4x2,particular,rural,1,0,0,0,0,1,0,1
2018,158795,1500,Renault,gasolina,automatica,4x2,publico,urbano,1,1,0,1,0,0,0,1
2008,395815,2500,Dodge,gasolina,automatica,4x2,publico,urbano,1,1,1,0,1,1,1,1
2023,16854,2000,Mazda,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2000,316245,1600,Chevrolet,gasolina,manual,4x2,particular,rural,1,1,1,1,1,1,0,1
2023,26052,1200,Fiat,gasolina,automatica,4x2,publico,urbano,1,0,0,0,0,0,0,0
2002,303353,1400,Ford,gasolina,automatica,4x2,particular,rural,1,1,1,1,1,1,1,1
2003,450000,1400,Hyundai,diesel,manual,4x2,publico,rural,1,1,1,1,1,0,0,1
2023,31145,1000,Renault,gasolina,manual,4x2,publico,rural,1,0,0,0,1,0,0,0
2005,335865,1200,Kia,gasolina,manual,4x4,particular,urbano,1,0,1,1,0,1,0,0
2004,332931,1000,Chevrolet,diesel,manual,4x4,particular,urbano,1,0,1,1,0,1,1,1
2002,450000,1400,Chevrolet,gasolina,manual,4x2,publico,rural,0,1,1,1,1,1,1,0
2011,97548,1000,Renault,diesel,automatica,4x4,particular,urbano,1,0,1,0,0,0,0,0
2020,36679,2400,Hyundai,gasolina,automatica,4x4,particular,rural,0,0,1,0,0,1,0,0
2010,236074,1200,Renault,diesel,manual,4x2,publico,rural,1,0,0,1,1,0,1,0
2021,47973,1000,Kia,gasolina,manual,4x2,particular,urbano,0,1,0,0,0,0,0,0
2018,98769,1400,Nissan,gasolina,automatica,4x2,particular,urbano,0,1,0,0,1,0,1,0
2019,81340,1800,Honda,gas,automatica,4x4,particular,rural,0,0,0,0,0,0,0,1
2022,34819,1400,Renault,gasolina,automatica,4x2,particular,rural,0,0,0,1,1,0,0,0
2008,429217,1400,Mazda,gasolina,manual,4x2,publico,urbano,1,0,0,0,1,0,1,1
2009,202146,1500,Kia,gasolina,manual,4x2,particular,urbano,0,1,1,1,1,0,0,1
2019,124316,1000,Suzuki,gasolina,automatica,4x2,publico,rural,0,0,0,0,1,0,0,1
2011,224841,1500,Mazda,gasolina,manual,4x2,particular,rural,0,0,0,1,0,0,0,0
2000,395305,1600,Renault,gasolina,manual,4x4,particular,urbano,0,1,1,1,1,0,0,1
1998,323902,1200,Renault,gasolina,manual,4x2,particular,rural,1,0,0,1,1,1,0,1
2013,264266,1200,Suzuki,gasolina,automatica,4x2,publico,rural,1,0,1,1,0,1,0,1
2022,31137,1400,Renault,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2001,242892,1000,Chevrolet,gasolina,automatica,4x4,publico,urbano,1,1,1,1,1,1,1,1
2010,181645,1500,Mazda,gasolina,automatica,4x2,particular,rural,1,0,0,0,0,0,1,1
2014,269531,1400,Chevrolet,diesel,manual,4x4,publico,rural,0,0,0,1,1,0,1,0
2011,323207,1400,Chevrolet,gasolina,automatica,4x4,publico,urbano,1,1,0,0,1,0,1,1
2010,177449,1000,Kia,gasolina,manual,4x2,particular,rural,0,0,0,0,1,0,0,0
2011,409035,1000,Chevrolet,diesel,automatica,4x2,publico,urbano,1,0,1,0,0,1,0,1
2002,420715,1500,Mazda,gasolina,manual,4x2,particular,rural,1,0,1,1,0,1,1,1
2005,442751,1000,Chevrolet,gas,manual,4x2,publico,urbano,1,1,1,1,0,0,1,1
2017,98389,2400,Nissan,diesel,manual,4x2,particular,rural,1,0,0,0,0,0,0,0
2017,98809,1800,Mazda,gasolina,manual,4x2,particular,urbano,0,0,1,0,1,0,0,0
2019,52760,1500,Mazda,gas,manual,4x2,particular,rural,1,0,0,0,1,0,0,0
2012,271499,1600,Renault,gasolina,manual,4x2,particular,urbano,0,1,0,0,1,0,0,0
2019,77194,2000,Hyundai,gasolina,automatica,4x2,particular,rural,0,0,1,1,0,0,0,1
2018,187356,1600,Toyota,gasolina,manual,4x2,publico,urbano,1,0,1,0,0,0,1,0
2013,93677,2400,Ford,gasolina,manual,4x2,particular,rural,1,1,0,0,1,0,0,1
2021,30964,1500,Ford,gasolina,manual,4x4,particular,rural,0,0,0,1,0,0,0,0
2000,352795,1000,Renault,gasolina,manual,4x4,particular,rural,1,1,1,1,0,1,0,1
2022,23954,1500,Renault,diesel,automatica,4x2,particular,urbano,1,0,0,0,0,0,0,0
2011,169841,2400,Hyundai,gas,manual,4x2,particular,urbano,0,1,0,1,1,1,0,0
2004,335793,2500,Mitsubishi,diesel,manual,4x2,particular,urbano,1,1,0,0,1,1,0,1
2012,190196,1600,Hyundai,diesel,manual,4x2,particular,rural,0,0,1,1,1,0,1,0
2014,129442,1800,Ford,gasolina,manual,4x2,particular,urbano,1,1,0,1,0,0,1,0
2012,285737,1400,Renault,gasolina,automatica,4x2,publico,urbano,0,1,0,0,0,1,0,1
2016,57618,2000,Toyota,gasolina,manual,4x2,particular,urbano,1,0,1,0,0,0,0,1
2005,326499,1500,Renault,diesel,automatica,4x2,particular,urbano,0,1,0,0,0,0,1,1
2016,137394,1500,Chevrolet,gasolina,manual,4x2,particular,urbano,0,0,1,0,0,1,0,1
2008,103718,2500,Dodge,gasolina,automatica,4x2,particular,rural,0,1,1,1,0,1,1,1
2014,239894,1500,Volkswagen,gasolina,automatica,4x2,publico,urbano,1,1,1,1,1,1,1,1
2019,77139,1500,Chevrolet,gas,automatica,4x2,particular,urbano,1,0,1,0,0,0,0,1
2016,93455,2000,Ford,gasolina,manual,4x2,particular,rural,0,0,0,1,1,0,1,0
2021,86806,3500,Mitsubishi,diesel,automatica,4x2,publico,urbano,1,0,0,0,0,1,0,1
2004,313318,3500,Mitsubishi,gasolina,manual,4x2,particular,urbano,1,0,0,1,1,0,1,1
2022,57841,1400,Chevrolet,gasolina,manual,4x2,publico,urbano,1,0,0,1,0,0,0,1
2009,267509,2500,Peugeot,gasolina,manual,4x4,particular,urbano,1,0,0,1,0,0,0,1
2013,115702,1000,Kia,gasolina,manual,4x2,particular,urbano,1,0,1,1,1,0,0,1
2013,172552,1000,Kia,gasolina,manual,4x2,particular,urbano,1,1,0,1,0,0,1,1
2022,25650,1600,Chevrolet,gasolina,manual,4x2,particular,rural,0,0,0,0,0,0,0,0
2005,380364,1400,Hyundai,gas,manual,4x2,particular,urbano,0,1,1,0,0,0,0,1
2013,144277,1000,Renault,gasolina,automatica,4x4,particular,urbano,0,0,0,1,0,0,0,0
2018,97828,1200,Renault,gasolina,automatica,4x4,particular,urbano,0,0,0,1,0,0,0,1
2013,140700,1500,Mazda,gasolina,automatica,4x2,particular,urbano,0,1,0,0,1,0,1,0
2003,428895,1600,Chevrolet,gasolina,automatica,4x4,particular,urbano,0,1,1,1,1,1,0,1
2012,375861,1400,Nissan,gasolina,manual,4x2,publico,urbano,0,1,1,1,1,1,0,1
2004,450000,1600,Mazda,gasolina,manual,4x2,publico,urbano,1,0,1,1,1,1,1,1
2009,193757,1500,Ford,diesel,manual,4x2,particular,urbano,0,1,0,1,1,1,0,0
2012,254413,1500,Nissan,diesel,manual,4x2,publico,urbano,1,1,0,1,0,0,1,1
2018,155267,1400,Hyundai,gas,automatica,4x2,publico,rural,0,0,0,0,0,1,0,0
2020,41867,1600,Toyota,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,1,0,0
2001,450000,1600,Renault,gasolina,automatica,4x2,particular,rural,1,0,0,1,1,1,1,0
2018,124271,1500,Mazda,gas,automatica,4x4,publico,urbano,0,1,1,0,1,1,0,0
2019,74258,1800,Honda,gasolina,manual,4x2,particular,urbano,0,0,0,0,1,0,0,0
2013,158984,1400,Hyundai,gasolina,manual,4x2,particular,urbano,0,1,0,0,0,0,0,1
2001,309806,1500,Toyota,gasolina,manual,4x2,particular,rural,0,0,0,0,1,0,1,0
2008,258641,1500,Ford,gasolina,automatica,4x2,particular,rural,0,1,1,1,1,1,1,1
2000,450000,1800,Dodge,gasolina,manual,4x2,particular,urbano,1,0,0,0,0,1,1,0
2001,450000,3000,Mitsubishi,gasolina,automatica,4x4,publico,urbano,1,1,1,1,1,1,0,1
2016,132021,3000,Mitsubishi,gas,manual,4x2,particular,rural,1,0,1,1,1,0,1,1
2004,351543,1500,Nissan,gasolina,manual,4x2,particular,rural,1,0,0,1,0,1,0,0
2020,58060,1600,Chevrolet,gasolina,automatica,4x2,particular,urbano,0,0,1,0,1,0,0,0
2005,314061,1400,Chevrolet,diesel,automatica,4x2,particular,urbano,1,1,0,1,1,1,1,1
2019,62700,1600,Renault,gas,manual,4x4,particular,rural,0,0,1,1,0,0,0,1
2002,328655,1000,Renault,diesel,manual,4x4,particular,rural,0,1,1,0,1,1,1,1
2007,335129,1400,Mazda,gas,manual,4x2,publico,urbano,1,0,1,1,1,0,0,1
2001,450000,1400,Fiat,gasolina,manual,4x2,publico,rural,0,0,1,1,1,1,1,1
2011,285083,2000,Mazda,gasolina,manual,4x2,publico,urbano,0,1,0,0,0,0,1,0
2010,215535,1600,Chevrolet,gasolina,manual,4x2,particular,urbano,0,1,0,1,0,1,1,1
2009,150154,1400,Renault,gasolina,manual,4x4,particular,urbano,1,1,1,1,0,0,1,1
2015,127250,2400,Mitsubishi,gasolina,automatica,4x2,particular,urbano,1,0,0,0,0,0,0,0
2005,248729,1000,Chevrolet,gasolina,automatica,4x2,particular,urbano,1,1,0,1,0,1,1,0
2003,162351,1600,Mazda,gasolina,manual,4x2,particular,urbano,0,0,1,1,1,1,1,0
2005,450000,1500,Renault,gasolina,automatica,4x2,publico,rural,1,1,0,1,1,1,1,1
2005,432759,2400,Toyota,gasolina,automatica,4x2,publico,rural,0,1,1,0,1,1,1,1
2009,211038,1400,Honda,diesel,automatica,4x4,particular,rural,0,1,1,0,1,0,0,0
2005,239082,2400,Mazda,diesel,manual,4x2,particular,urbano,0,1,0,1,1,0,0,1
2008,356140,1400,Chevrolet,gasolina,automatica,4x2,publico,urbano,1,1,1,0,0,0,1,1
2011,176279,2400,Nissan,gasolina,automatica,4x2,particular,urbano,0,1,1,0,0,1,0,1
2022,31465,2400,Hyundai,gasolina,automatica,4x2,particular,rural,0,1,0,0,0,0,0,0
2004,294503,1400,Chevrolet,gasolina,automatica,4x2,particular,rural,1,1,1,1,0,0,0,1
2016,156525,1400,Volkswagen,gasolina,manual,4x2,particular,rural,1,0,1,0,0,0,0,1
